Customer_Age ,Customer_income ,Home_ownership,Employment_length,Purpose_of_loan,Loan_risk_grade,Loan_amount ,Interest_rate,Loan_Status,Loan_amount_as_%_of_income,Previous_default_history,Credit_history_length,person_emp_length_clean,loan_int_rate_clean
29,125000,MORTGAGE,2,HOMEIMPROVEMENT,C,8500,13.47,0,0.07,Y,5,2,13.47
29,113000,MORTGAGE,5,HOMEIMPROVEMENT,C,25000,13.16,1,0.22,N,9,5,13.16
29,126000,MORTGAGE,5,VENTURE,D,7000,16.02,0,0.06,N,5,5,16.02
29,126000,MORTGAGE,2,EDUCATION,B,6450,10.37,0,0.05,N,7,2,10.37
29,126000,MORTGAGE,0,HOMEIMPROVEMENT,A,11000,6.91,0,0.09,N,7,0,6.91
29,58000,RENT,4,MEDICAL,C,15000,13.16,0,0.26,Y,5,4,13.16
29,126000,MORTGAGE,11,HOMEIMPROVEMENT,A,15000,7.88,0,0.12,N,8,11,7.88
29,114500,MORTGAGE,13,DEBTCONSOLIDATION,E,30000,19.29,1,0.26,N,6,13,19.29
29,127000,MORTGAGE,1,PERSONAL,B,24250,11.36,0,0.19,N,8,1,11.36
29,129996,MORTGAGE,0,EDUCATION,E,30000,18.79,0,0.23,N,8,0,18.79
29,130000,OWN,7,VENTURE,C,7000,14.65,0,0.05,N,9,7,14.65
29,130000,MORTGAGE,5,EDUCATION,A,24800,7.49,0,0.19,N,10,5,7.49
29,130000,MORTGAGE,9,DEBTCONSOLIDATION,A,4200,6.99,0,0.03,N,8,9,6.99
29,61656,RENT,4,VENTURE,A,15000,6.91,0,0.24,N,10,4,6.91
29,130000,MORTGAGE,13,VENTURE,A,17500,8.94,0,0.13,N,9,13,8.94
29,130000,MORTGAGE,7,DEBTCONSOLIDATION,C,18000,13.22,0,0.14,Y,8,7,13.22
29,130000,MORTGAGE,13,DEBTCONSOLIDATION,C,6000,13.04,0,0.05,Y,9,13,13.04
29,130900,MORTGAGE,11,VENTURE,B,4800,11.71,0,0.04,N,9,11,11.71
29,120000,MORTGAGE,5,DEBTCONSOLIDATION,A,14000,6.17,1,0.12,N,9,5,6.17
29,65000,RENT,5,VENTURE,B,15000,11.83,0,0.23,N,9,5,11.83
29,65000,RENT,4,EDUCATION,D,15000,16,0,0.23,N,8,4,16
29,134000,MORTGAGE,9,DEBTCONSOLIDATION,A,6000,5.99,0,0.04,N,8,9,5.99
29,134000,MORTGAGE,2,PERSONAL,C,8000,14.22,0,0.06,N,7,2,14.22
29,67000,RENT,1,EDUCATION,C,15000,13.57,0,0.22,N,9,1,13.57
29,135000,MORTGAGE,14,MEDICAL,A,24000,5.99,0,0.18,N,10,14,5.99
29,61000,RENT,2,PERSONAL,D,15000,14.96,1,0.25,Y,8,2,14.96
29,67704,RENT,3,PERSONAL,B,15000,11.86,0,0.22,N,8,3,11.86
29,135000,MORTGAGE,0,HOMEIMPROVEMENT,D,18000,14.61,0,0.13,N,8,0,14.61
29,135000,MORTGAGE,10,VENTURE,B,11000,11.83,0,0.08,N,7,10,11.83
29,135000,MORTGAGE,0,EDUCATION,A,11000,8.94,0,0.08,N,8,0,8.94
29,64000,RENT,3,EDUCATION,C,15000,15.27,1,0.23,N,6,3,15.27
29,138000,MORTGAGE,0,EDUCATION,C,25000,13.06,0,0.18,Y,10,0,13.06
29,138000,MORTGAGE,3,HOMEIMPROVEMENT,D,7500,13.24,0,0.05,Y,8,3,13.24
29,139500,MORTGAGE,4,HOMEIMPROVEMENT,A,15000,,0,0.11,N,5,4,7.49
29,140000,OWN,5,VENTURE,B,27000,9.91,0,0.19,N,7,5,9.91
29,140000,MORTGAGE,4,EDUCATION,C,16775,14.27,0,0.12,Y,10,4,14.27
29,108800,MORTGAGE,1,MEDICAL,F,18500,17.8,1,0.14,N,10,1,17.8
29,140000,MORTGAGE,13,VENTURE,A,12600,,0,0.09,N,6,13,7.49
29,140000,MORTGAGE,4,MEDICAL,A,24000,7.88,0,0.17,N,5,4,7.88
29,140000,MORTGAGE,12,MEDICAL,B,24250,11.12,0,0.17,N,8,12,11.12
29,74872,RENT,4,PERSONAL,A,15000,7.88,0,0.2,N,9,4,7.88
29,141000,MORTGAGE,1,VENTURE,A,8000,6.99,0,0.06,N,9,1,6.99
29,142000,OWN,14,EDUCATION,B,24250,11.48,0,0.17,N,7,14,11.48
29,143000,MORTGAGE,2,HOMEIMPROVEMENT,A,16800,6.17,0,0.12,N,9,2,6.17
29,144000,MORTGAGE,13,VENTURE,A,16000,6.62,0,0.11,N,9,13,6.62
29,144000,MORTGAGE,11,MEDICAL,B,7000,10.59,0,0.05,N,10,11,10.59
29,144000,MORTGAGE,4,DEBTCONSOLIDATION,C,5000,13.06,0,0.03,N,7,4,13.06
29,145000,MORTGAGE,0,VENTURE,D,14000,16.77,0,0.1,Y,5,0,16.77
29,20000,OWN,0,VENTURE,A,3000,8,0,0.15,N,5,0,8
29,145000,MORTGAGE,0,VENTURE,B,25000,10.08,0,0.17,N,8,0,10.08
29,146000,MORTGAGE,12,MEDICAL,A,3800,6.39,0,0.03,N,6,12,6.39
29,80000,RENT,13,MEDICAL,B,15000,10.37,0,0.19,N,8,13,10.37
29,80000,RENT,13,MEDICAL,C,15000,13.72,0,0.19,Y,5,13,13.72
29,136000,MORTGAGE,4,DEBTCONSOLIDATION,D,7775,14.96,1,0.06,Y,5,4,14.96
29,83500,RENT,1,HOMEIMPROVEMENT,C,15000,13.43,0,0.18,Y,10,1,13.43
29,78996,RENT,0,HOMEIMPROVEMENT,D,15000,15.7,1,0.19,Y,7,0,15.7
29,62050,RENT,3,MEDICAL,E,15000,15.95,1,0.21,Y,8,3,15.95
29,150000,MORTGAGE,1,MEDICAL,C,10000,13.49,0,0.07,N,10,1,13.49
29,150000,MORTGAGE,4,MEDICAL,A,7200,7.29,0,0.05,N,7,4,7.29
29,87000,RENT,1,HOMEIMPROVEMENT,B,15000,10.59,0,0.17,N,6,4,10.59
29,150000,MORTGAGE,,DEBTCONSOLIDATION,A,14000,5.79,0,0.09,N,9,0,5.79
29,150000,MORTGAGE,14,VENTURE,A,12000,5.42,0,0.08,N,9,14,5.42
29,150000,MORTGAGE,9,HOMEIMPROVEMENT,B,12000,10.62,0,0.08,N,9,9,10.62
29,150000,MORTGAGE,0,HOMEIMPROVEMENT,C,10700,14.22,0,0.07,N,9,0,14.22
29,138000,MORTGAGE,2,PERSONAL,E,24000,16.35,1,0.17,N,6,2,16.35
29,90000,RENT,5,MEDICAL,C,15000,13.85,0,0.17,Y,10,5,13.85
29,150000,MORTGAGE,12,PERSONAL,A,7000,9.32,0,0.05,N,6,12,9.32
29,150000,MORTGAGE,2,HOMEIMPROVEMENT,B,16000,11.14,0,0.11,N,7,2,11.14
29,153000,OWN,13,VENTURE,B,3000,10.74,0,0.02,N,8,13,10.74
29,158000,OWN,13,EDUCATION,A,11000,8.49,0,0.07,N,6,13,8.49
29,158000,OWN,1,MEDICAL,A,20000,6.54,0,0.13,N,5,1,6.54
29,159996,OWN,1,HOMEIMPROVEMENT,B,10000,11.86,0,0.06,N,7,1,11.86
29,38000,RENT,3,PERSONAL,C,15500,12.41,1,0.41,N,6,3,12.41
29,162480,MORTGAGE,2,PERSONAL,B,25000,12.42,0,0.15,N,10,2,12.42
29,165000,MORTGAGE,13,VENTURE,A,10000,6.03,0,0.06,N,10,13,6.03
29,72000,RENT,13,MEDICAL,C,15900,13.04,0,0.22,N,9,13,13.04
29,74000,RENT,3,HOMEIMPROVEMENT,C,16000,13.11,1,0.22,Y,5,3,13.11
29,170000,MORTGAGE,13,DEBTCONSOLIDATION,B,18000,12.42,0,0.11,N,6,13,12.42
29,74000,RENT,0,HOMEIMPROVEMENT,C,16000,13.79,1,0.22,Y,8,0,13.79
29,173088,MORTGAGE,13,VENTURE,C,8000,13.79,0,0.05,Y,10,13,13.79
29,175000,MORTGAGE,8,VENTURE,A,2500,7.14,0,0.01,N,6,8,7.14
29,175000,MORTGAGE,2,HOMEIMPROVEMENT,A,10000,,0,0.06,N,9,2,7.49
29,180000,MORTGAGE,2,MEDICAL,A,20000,,0,0.11,N,10,2,7.49
29,180000,MORTGAGE,13,DEBTCONSOLIDATION,C,12000,12.99,0,0.07,Y,5,13,12.99
29,193086,MORTGAGE,3,DEBTCONSOLIDATION,B,11125,10.59,0,0.06,N,6,3,10.59
29,108000,RENT,11,EDUCATION,B,16000,,1,0.15,N,7,11,10.99
29,200000,MORTGAGE,4,MEDICAL,A,12000,7.88,0,0.06,N,7,4,7.88
29,200000,OWN,13,EDUCATION,B,23000,12.18,0,0.12,N,9,13,12.18
29,200000,MORTGAGE,9,MEDICAL,B,6000,,0,0.03,N,8,9,10.99
29,201000,MORTGAGE,0,VENTURE,B,18000,11.83,0,0.09,N,10,0,11.83
29,195000,MORTGAGE,5,VENTURE,C,3600,14.26,1,0.02,N,7,5,14.26
29,210000,MORTGAGE,2,MEDICAL,B,14000,12.42,0,0.07,N,6,2,12.42
29,200000,RENT,14,EDUCATION,B,16000,12.69,0,0.08,N,7,14,12.69
29,300000,RENT,1,HOMEIMPROVEMENT,B,16000,11.58,0,0.05,N,8,1,11.58
29,220000,MORTGAGE,0,EDUCATION,A,2500,6.99,0,0.01,N,5,0,6.99
29,220000,MORTGAGE,13,DEBTCONSOLIDATION,B,8500,10.37,0,0.04,N,5,13,10.37
29,218000,MORTGAGE,1,DEBTCONSOLIDATION,F,25000,19.04,1,0.11,Y,9,1,19.04
29,240000,MORTGAGE,13,DEBTCONSOLIDATION,A,12000,6.03,0,0.05,N,9,13,6.03
29,242400,OWN,12,MEDICAL,B,35000,10.37,0,0.14,N,8,12,10.37
29,249999,MORTGAGE,2,EDUCATION,A,25000,6.62,0,0.1,N,9,2,6.62
29,250000,MORTGAGE,5,PERSONAL,A,10000,7.49,0,0.04,N,10,5,7.49
29,250000,MORTGAGE,13,EDUCATION,C,20000,13.79,0,0.08,N,8,13,13.79
29,265000,MORTGAGE,2,PERSONAL,B,25000,11.26,0,0.09,N,10,2,11.26
29,290000,MORTGAGE,13,PERSONAL,B,13175,10.99,0,0.05,N,7,13,10.99
29,350000,MORTGAGE,13,DEBTCONSOLIDATION,A,12000,7.51,0,0.03,N,7,13,7.51
29,420000,MORTGAGE,5,DEBTCONSOLIDATION,C,8000,12.73,0,0.02,N,5,5,12.73
29,445000,MORTGAGE,3,PERSONAL,B,25000,9.62,0,0.06,N,5,3,9.62
29,450000,MORTGAGE,4,EDUCATION,D,25000,15.37,0,0.06,N,7,4,15.37
29,480000,MORTGAGE,6,MEDICAL,A,6500,5.42,0,0.01,N,6,6,5.42
29,9600,RENT,1,DEBTCONSOLIDATION,B,2600,12.69,1,0.27,N,7,1,12.69
29,8500,RENT,7,VENTURE,A,4500,8.63,1,0.53,N,10,7,8.63
29,8472,RENT,2,PERSONAL,A,3000,7.49,1,0.35,N,7,4,7.49
29,7200,RENT,,VENTURE,B,2200,9.91,1,0.31,N,9,0,9.91
29,6000,RENT,0,HOMEIMPROVEMENT,A,3250,8.59,1,0.54,N,9,0,8.59
29,46000,MORTGAGE,3,PERSONAL,B,6000,11.49,0,0.13,N,8,3,11.49
29,35000,RENT,12,DEBTCONSOLIDATION,A,1800,5.42,0,0.05,N,5,12,5.42
29,50000,OWN,3,MEDICAL,B,4200,9.91,0,0.08,N,6,3,9.91
29,68000,RENT,1,EDUCATION,B,10000,10.65,0,0.15,N,5,1,10.65
29,45600,MORTGAGE,9,MEDICAL,A,2000,7.88,0,0.04,N,8,9,7.88
29,22000,RENT,0,DEBTCONSOLIDATION,B,8000,,1,0.36,N,5,0,10.99
29,67000,MORTGAGE,13,VENTURE,A,10000,7.14,0,0.15,N,8,13,7.14
29,120000,MORTGAGE,10,HOMEIMPROVEMENT,A,4700,7.14,0,0.04,N,9,10,7.14
29,77800,RENT,2,VENTURE,B,9000,12.42,0,0.12,N,6,2,12.42
29,52000,MORTGAGE,6,HOMEIMPROVEMENT,D,12000,15.65,0,0.23,Y,9,6,15.65
29,75000,MORTGAGE,9,PERSONAL,B,8000,11.99,0,0.11,N,8,9,11.99
29,240000,MORTGAGE,11,PERSONAL,D,35000,14.91,0,0.15,N,6,11,14.91
29,34000,RENT,13,VENTURE,C,2000,14.72,0,0.06,N,5,13,14.72
29,117000,RENT,6,EDUCATION,B,21000,10.65,0,0.18,N,5,6,10.65
29,55000,MORTGAGE,9,HOMEIMPROVEMENT,A,5000,,0,0.09,N,10,9,7.49
29,280000,MORTGAGE,6,MEDICAL,C,15000,12.99,0,0.05,Y,6,6,12.99
29,84000,MORTGAGE,1,HOMEIMPROVEMENT,B,20000,11.83,0,0.24,N,6,1,11.83
29,100000,OWN,13,PERSONAL,A,10000,6.92,0,0.1,N,8,13,6.92
29,52000,MORTGAGE,6,HOMEIMPROVEMENT,B,7800,10.36,0,0.15,N,9,6,10.36
29,48000,RENT,6,EDUCATION,B,6025,10.65,0,0.13,N,6,6,10.65
29,65000,RENT,4,PERSONAL,D,12000,16.49,0,0.18,N,7,4,16.49
29,42996,RENT,5,VENTURE,C,6000,15.96,1,0.14,N,9,5,15.96
29,60000,MORTGAGE,2,MEDICAL,A,1500,6.03,0,0.03,N,5,2,6.03
29,99000,MORTGAGE,1,PERSONAL,B,6000,10.25,0,0.06,N,6,1,10.25
29,67992,MORTGAGE,0,VENTURE,A,2000,7.43,0,0.03,N,7,0,7.43
29,99000,RENT,3,PERSONAL,C,8000,12.99,0,0.08,Y,8,3,12.99
29,44000,RENT,2,VENTURE,D,5400,16,1,0.12,Y,9,2,16
29,73000,RENT,7,DEBTCONSOLIDATION,C,2500,14.35,0,0.03,Y,8,7,14.35
29,80400,MORTGAGE,13,MEDICAL,A,8000,7.14,0,0.1,N,7,13,7.14
29,63000,RENT,5,PERSONAL,D,10000,15.33,0,0.16,Y,7,5,15.33
29,30000,MORTGAGE,3,MEDICAL,B,4000,,0,0.13,N,7,3,10.99
29,32000,RENT,5,PERSONAL,D,9000,16.77,0,0.28,N,8,5,16.77
29,75000,RENT,6,HOMEIMPROVEMENT,B,6500,10.74,0,0.09,N,5,6,10.74
29,55000,MORTGAGE,5,DEBTCONSOLIDATION,A,12000,7.49,0,0.22,N,8,5,7.49
29,61000,RENT,2,VENTURE,D,15000,14.96,1,0.25,N,10,2,14.96
29,18000,RENT,2,VENTURE,B,3000,12.69,1,0.17,N,5,2,12.69
29,19200,RENT,4,DEBTCONSOLIDATION,B,4000,10.37,1,0.21,N,6,4,10.37
29,55000,MORTGAGE,11,PERSONAL,B,4000,10.99,0,0.07,N,8,11,10.99
29,54000,MORTGAGE,8,MEDICAL,A,7500,7.49,1,0.14,N,7,8,7.49
29,40000,MORTGAGE,13,HOMEIMPROVEMENT,B,25000,11.86,0,0.63,N,6,13,11.86
29,59000,RENT,3,EDUCATION,A,6000,7.88,0,0.1,N,8,3,7.88
29,71000,MORTGAGE,4,VENTURE,A,4000,7.14,0,0.06,N,5,4,7.14
29,75000,OWN,3,HOMEIMPROVEMENT,A,12000,7.51,0,0.16,N,8,3,7.51
29,32000,RENT,6,MEDICAL,C,10800,13.57,1,0.34,N,5,6,13.57
29,70000,MORTGAGE,13,MEDICAL,A,10000,6.99,0,0.14,N,10,13,6.99
29,56700,MORTGAGE,9,EDUCATION,C,10000,,0,0.18,Y,5,9,13.48
29,66000,MORTGAGE,10,DEBTCONSOLIDATION,B,7000,9.91,0,0.11,N,6,10,9.91
29,92000,RENT,2,PERSONAL,C,20000,13.72,0,0.22,Y,8,2,13.72
29,64000,RENT,3,DEBTCONSOLIDATION,C,15000,15.27,1,0.23,N,10,3,15.27
29,71000,RENT,1,HOMEIMPROVEMENT,C,12000,13.16,0,0.17,Y,5,1,13.16
29,42000,RENT,0,VENTURE,D,5000,14.96,1,0.12,Y,5,0,14.96
29,120000,MORTGAGE,2,DEBTCONSOLIDATION,A,35000,8.9,0,0.29,N,6,2,8.9
29,35000,OWN,11,MEDICAL,C,4200,12.99,0,0.12,N,8,11,12.99
29,70000,MORTGAGE,7,MEDICAL,B,4000,11.86,0,0.06,N,6,7,11.86
29,175000,MORTGAGE,2,MEDICAL,A,10000,,0,0.06,N,7,2,7.49
29,60000,MORTGAGE,13,DEBTCONSOLIDATION,G,25000,20.16,1,0.42,Y,9,13,20.16
29,50000,OWN,8,VENTURE,B,9725,12.12,0,0.19,N,7,8,12.12
29,32000,RENT,1,PERSONAL,D,6525,16.07,1,0.2,Y,9,1,16.07
29,127000,MORTGAGE,1,MEDICAL,B,24250,11.36,0,0.19,N,10,1,11.36
29,60000,RENT,2,HOMEIMPROVEMENT,A,14000,7.51,0,0.23,N,5,2,7.51
29,125000,MORTGAGE,0,VENTURE,A,10000,5.79,0,0.08,N,9,0,5.79
29,74360,OWN,7,EDUCATION,A,8725,5.99,0,0.12,N,5,7,5.99
29,62400,RENT,3,HOMEIMPROVEMENT,A,8000,6.62,0,0.13,N,9,3,6.62
29,95000,MORTGAGE,4,HOMEIMPROVEMENT,C,2400,13.72,0,0.03,N,8,4,13.72
29,36000,RENT,1,VENTURE,B,12000,12.21,1,0.33,N,10,1,12.21
29,32000,MORTGAGE,13,PERSONAL,A,8000,5.99,0,0.25,N,6,13,5.99
29,200000,RENT,14,PERSONAL,B,16000,12.69,0,0.08,N,7,4,12.69
29,60000,MORTGAGE,,PERSONAL,C,14125,13.49,0,0.24,N,5,0,13.49
29,37500,RENT,7,PERSONAL,B,3300,10.37,0,0.09,N,5,7,10.37
29,52000,RENT,9,VENTURE,A,10000,8,0,0.19,N,6,9,8
29,45000,RENT,0,MEDICAL,C,12000,12.99,0,0.27,N,8,0,12.99
29,144000,MORTGAGE,13,VENTURE,A,16000,6.62,0,0.11,N,6,13,6.62
29,50004,MORTGAGE,1,MEDICAL,C,1500,13.11,0,0.03,N,8,1,13.11
29,60000,MORTGAGE,13,MEDICAL,A,13500,7.51,0,0.23,N,5,13,7.51
29,38004,RENT,2,EDUCATION,C,1500,12.53,1,0.04,N,8,2,12.53
29,28000,RENT,0,MEDICAL,C,10000,12.84,1,0.36,Y,7,0,12.84
29,120000,RENT,1,MEDICAL,C,17500,12.87,0,0.15,N,5,4,12.87
29,30000,RENT,,PERSONAL,E,10200,17.99,1,0.34,N,5,0,17.99
29,50000,RENT,4,VENTURE,C,5050,12.73,0,0.1,Y,7,4,12.73
29,27000,RENT,8,MEDICAL,A,5000,6.76,0,0.19,N,8,8,6.76
29,76596,MORTGAGE,14,MEDICAL,C,17600,13.16,0,0.23,N,10,14,13.16
29,260000,MORTGAGE,0,HOMEIMPROVEMENT,B,20000,10.37,0,0.08,N,6,0,10.37
29,60000,MORTGAGE,7,MEDICAL,A,8500,6.92,0,0.14,N,7,7,6.92
29,50000,MORTGAGE,4,PERSONAL,B,21850,12.42,0,0.44,N,9,4,12.42
29,56500,RENT,3,EDUCATION,B,7000,,1,0.12,N,9,3,10.99
29,85500,MORTGAGE,3,HOMEIMPROVEMENT,A,9500,,0,0.11,N,9,3,7.49
29,55000,RENT,3,DEBTCONSOLIDATION,B,1200,9.99,0,0.02,N,9,3,9.99
29,50000,MORTGAGE,0,PERSONAL,A,6300,6.62,0,0.13,N,8,0,6.62
29,66000,RENT,0,DEBTCONSOLIDATION,D,3150,15.62,1,0.05,Y,8,0,15.62
29,46344,RENT,0,EDUCATION,B,3500,11.36,0,0.08,N,8,0,11.36
29,97000,RENT,4,VENTURE,B,25000,10.37,0,0.26,N,10,4,10.37
29,63000,RENT,13,MEDICAL,A,10000,7.49,0,0.16,N,5,13,7.49
29,53000,RENT,0,PERSONAL,A,5000,5.42,0,0.09,N,5,0,5.42
29,50000,RENT,6,EDUCATION,A,3000,7.29,0,0.06,N,10,6,7.29
29,33000,RENT,2,EDUCATION,C,1700,15.23,0,0.05,Y,5,2,15.23
29,85000,MORTGAGE,2,PERSONAL,A,10000,7.88,0,0.12,N,5,2,7.88
29,81000,MORTGAGE,5,DEBTCONSOLIDATION,E,12000,,1,0.15,N,6,5,16.82
29,62532,RENT,6,PERSONAL,C,9000,13.49,0,0.14,N,9,6,13.49
29,44991,MORTGAGE,13,MEDICAL,C,5000,14.72,0,0.11,Y,5,13,14.72
29,73000,MORTGAGE,7,EDUCATION,A,12000,7.29,0,0.16,N,8,7,7.29
29,70000,RENT,2,EDUCATION,A,4350,,0,0.06,N,10,2,7.49
29,19200,OWN,7,PERSONAL,A,6000,,1,0.31,N,5,7,7.49
29,75000,MORTGAGE,3,MEDICAL,B,4000,10.75,0,0.05,N,9,3,10.75
29,74872,RENT,4,PERSONAL,A,15000,7.88,0,0.2,N,5,4,7.88
29,40000,RENT,3,MEDICAL,B,14150,12.69,1,0.35,N,5,3,12.69
29,60000,MORTGAGE,1,VENTURE,B,5600,12.42,0,0.09,N,10,1,12.42
29,40000,MORTGAGE,9,PERSONAL,A,5000,6.99,0,0.13,N,7,9,6.99
29,105000,MORTGAGE,13,MEDICAL,A,12000,7.88,0,0.11,N,10,13,7.88
29,16800,RENT,4,PERSONAL,A,5000,6.92,1,0.3,N,7,4,6.92
29,62500,MORTGAGE,13,MEDICAL,B,5000,11.36,0,0.08,N,5,13,11.36
29,62000,MORTGAGE,6,VENTURE,A,12000,7.51,0,0.19,N,8,6,7.51
29,118400,MORTGAGE,11,EDUCATION,A,35000,7.9,0,0.3,N,7,11,7.9
29,153000,RENT,1,DEBTCONSOLIDATION,B,17600,8.7,0,0.12,N,7,1,8.7
29,39000,MORTGAGE,12,EDUCATION,A,16000,5.99,0,0.41,N,8,12,5.99
29,39996,RENT,0,PERSONAL,C,4000,,0,0.1,Y,8,0,13.48
29,33000,RENT,6,VENTURE,A,5000,8.9,0,0.15,N,8,6,8.9
29,54000,MORTGAGE,8,VENTURE,D,14800,15.31,1,0.27,Y,5,8,15.31
29,120000,OWN,11,PERSONAL,D,5000,14.09,0,0.04,Y,5,11,14.09
29,24960,RENT,13,DEBTCONSOLIDATION,A,4000,5.42,0,0.16,N,10,13,5.42
29,98850,RENT,6,DEBTCONSOLIDATION,A,12500,,0,0.13,N,10,6,7.49
29,48000,MORTGAGE,8,MEDICAL,A,4500,5.42,0,0.09,N,7,8,5.42
29,61455,MORTGAGE,1,MEDICAL,F,10000,18.09,1,0.14,N,9,1,18.09
29,40000,MORTGAGE,8,DEBTCONSOLIDATION,A,8000,8.59,0,0.2,N,9,8,8.59
29,48000,RENT,13,VENTURE,A,10000,7.51,0,0.21,N,10,13,7.51
29,32400,MORTGAGE,2,DEBTCONSOLIDATION,B,10625,,0,0.33,N,8,2,10.99
29,72000,RENT,13,DEBTCONSOLIDATION,C,15900,13.04,0,0.22,N,10,13,13.04
29,92004,MORTGAGE,12,MEDICAL,B,10000,9.63,0,0.11,N,9,12,9.63
29,92000,MORTGAGE,8,EDUCATION,B,10000,11.26,0,0.11,N,8,8,11.26
29,89849,MORTGAGE,13,PERSONAL,C,6000,13.98,0,0.07,Y,10,13,13.98
29,47133,RENT,5,MEDICAL,B,5100,11.86,0,0.11,N,7,5,11.86
29,30000,MORTGAGE,3,HOMEIMPROVEMENT,A,6000,5.79,0,0.2,N,6,3,5.79
29,74000,RENT,3,EDUCATION,C,16000,13.11,1,0.22,Y,6,3,13.11
29,89520,OWN,13,EDUCATION,C,8000,13.23,0,0.09,Y,5,4,13.23
29,18000,RENT,,DEBTCONSOLIDATION,B,6400,10.37,1,0.36,N,6,0,10.37
29,48712,MORTGAGE,13,VENTURE,A,11050,5.42,0,0.23,N,6,13,5.42
29,180000,MORTGAGE,2,VENTURE,A,20000,,0,0.11,N,6,2,7.49
29,44000,RENT,14,EDUCATION,B,16000,,1,0.36,N,8,14,10.99
29,118374,MORTGAGE,13,HOMEIMPROVEMENT,C,3500,13.49,0,0.03,N,5,13,13.49
29,97000,OWN,3,MEDICAL,B,12000,11.83,0,0.12,N,7,3,11.83
29,69000,OWN,11,MEDICAL,B,6000,11.12,0,0.09,N,8,11,11.12
29,68004,RENT,3,MEDICAL,B,18000,10,0,0.26,N,10,3,10
29,48000,RENT,4,VENTURE,B,10000,10.62,0,0.21,N,10,4,10.62
29,92000,MORTGAGE,8,HOMEIMPROVEMENT,A,12000,6.62,0,0.13,N,8,8,6.62
29,42000,RENT,6,VENTURE,C,18000,14.65,1,0.43,Y,8,6,14.65
29,48000,MORTGAGE,3,VENTURE,C,17375,14.27,0,0.36,Y,10,3,14.27
29,83000,MORTGAGE,13,DEBTCONSOLIDATION,A,7500,8.9,0,0.09,N,6,13,8.9
29,40000,RENT,1,DEBTCONSOLIDATION,A,3600,8.59,0,0.09,N,5,1,8.59
29,28800,RENT,1,PERSONAL,A,1400,7.9,0,0.05,N,8,1,7.9
29,65000,MORTGAGE,7,MEDICAL,B,7000,,0,0.11,N,5,7,10.99
29,150000,RENT,9,HOMEIMPROVEMENT,E,15000,16.32,0,0.1,Y,5,9,16.32
29,28000,RENT,2,PERSONAL,D,5000,16.07,1,0.18,N,8,2,16.07
29,19200,RENT,1,DEBTCONSOLIDATION,A,2000,5.99,1,0.1,N,6,1,5.99
29,33000,MORTGAGE,5,VENTURE,B,4200,11.36,0,0.13,N,6,5,11.36
29,91560,MORTGAGE,8,PERSONAL,A,22000,6.91,0,0.24,N,5,4,6.91
29,30000,RENT,,VENTURE,C,7200,15.27,0,0.24,Y,8,0,15.27
29,158000,OWN,13,VENTURE,A,11000,8.49,0,0.07,N,7,13,8.49
29,45000,OWN,8,PERSONAL,B,8000,12.21,0,0.18,N,5,8,12.21
29,18000,RENT,3,VENTURE,B,1700,11.12,0,0.09,N,8,3,11.12
29,74100,RENT,3,VENTURE,C,4500,13.61,0,0.06,Y,8,3,13.61
29,35000,RENT,1,PERSONAL,A,10625,7.9,0,0.3,N,6,1,7.9
29,47000,RENT,2,MEDICAL,B,5000,10.62,0,0.11,N,9,2,10.62
29,37920,RENT,2,MEDICAL,C,12000,13.48,1,0.32,N,8,2,13.48
29,69996,RENT,0,VENTURE,B,2400,11.11,0,0.03,N,6,0,11.11
29,62000,RENT,13,DEBTCONSOLIDATION,C,9000,,0,0.15,N,7,13,13.48
29,40000,RENT,2,VENTURE,D,7000,14.91,1,0.17,Y,8,4,14.91
29,79200,MORTGAGE,,DEBTCONSOLIDATION,A,8000,5.42,0,0.1,N,5,0,5.42
29,90000,MORTGAGE,13,DEBTCONSOLIDATION,B,10000,12.21,0,0.11,N,7,13,12.21
29,28550,RENT,6,EDUCATION,B,4000,10.59,0,0.14,N,8,6,10.59
29,16800,RENT,9,HOMEIMPROVEMENT,D,2750,14.84,1,0.16,Y,6,9,14.84
29,480000,MORTGAGE,6,DEBTCONSOLIDATION,A,6500,5.42,0,0.01,N,9,6,5.42
29,27840,RENT,0,EDUCATION,E,8575,19.42,1,0.31,Y,10,0,19.42
29,25000,OWN,5,VENTURE,C,10000,13.49,0,0.4,Y,6,5,13.49
29,36100,MORTGAGE,2,PERSONAL,C,14000,14.27,0,0.39,N,10,2,14.27
29,40000,OWN,0,MEDICAL,A,5000,5.42,0,0.13,N,5,0,5.42
29,50000,MORTGAGE,0,HOMEIMPROVEMENT,B,3575,11.49,0,0.07,N,6,0,11.49
29,37100,MORTGAGE,9,PERSONAL,E,3000,16.82,0,0.08,N,7,9,16.82
29,142000,OWN,14,PERSONAL,B,24250,11.48,0,0.17,N,8,14,11.48
29,57600,RENT,1,EDUCATION,B,6000,9.91,0,0.1,N,5,1,9.91
29,120000,MORTGAGE,3,DEBTCONSOLIDATION,C,6250,12.53,0,0.05,N,9,3,12.53
29,61656,RENT,4,PERSONAL,A,15000,6.91,0,0.24,N,9,4,6.91
30,10200,OWN,,HOMEIMPROVEMENT,B,5500,10.36,1,0.54,N,8,0,10.36
30,504000,RENT,4,DEBTCONSOLIDATION,B,3000,11.36,0,0.01,N,9,4,11.36
